CD_CID;DS_CID;CD_SUBGRUPO;DS_SUBGRUPO;CD_GRUPO;DS_GRUPO;CD_CAPITULO;DS_CAPITULO
Y800;DISP P/FINS DIAGN OU DE MONITORIZACAO;Y80;DISP UTILIZ MED FISICA ASSOC INCID ADVERSOS;Y70-Y82;INCIDENTES ADVERSOS DURANTE ATOS DIAGNÓSTICOS OU TERAPÊUTICOS ASSOCIADOS AO USO DE DISPOSITIVOS (APARELHOS) MÉDICOS;20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
A527;OUTR FORM DE SIFILIS TARD SINTOMATICA;A52;SIFILIS TARD;A50-A64;INFECÇÕES DE TRANSMISSÃO PREDOMINANTEMENTE SEXUAL;1;ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS
K439;HERNIA VENTRAL S/OBSTRUCAO OU GANGRENA;K43;HERNIA VENTRAL;K40-K46;HÉRNIAS;11;DOENÇAS DO APARELHO DIGESTIVO
F122;SINDR DE DEPENDENCIA;F12;TRANST MENTAIS COMPORT DEV USO CANABINOIDES;F10-F19;TRANSTORNOS MENTAIS E COMPORTAMENTAIS DEVIDOS AO USO DE SUBSTÂNCIA PSICOATIVA;5;TRANSTORNOS MENTAIS E COMPORTAMENTAIS
Y367;OPER GUER ENV ARM QUIM OUT MEIOS COMB N-CONV;Y36;OPERACOES DE GUERRA;Y35-Y36;INTERVENÇÕES LEGAIS E OPERAÇÕES DE GUERRA;20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
W913;AREA P/A PRATICA DE ESPORTES E ATLETISMO;W91;EXPOSICAO A TIPO NE DE RADIACAO;W85-W99;EXPOSIÇÃO À CORRENTE ELÉTRICA, À RADIAÇÃO E ÀS TEMPERATURAS E PRESSÕES EXTREMAS DO AMBIENTE;20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
P585;ICTERICIA NEONATAL DEV DEGLUTACAO SANG MAT;P58;ICTERICIA NEONATAL DEV OUTR HEMOLISES EXCESS;P50-P61;"TRANSTORNOS HEMORRÁGICOS E HEMATOLÓGICOS DO FETO E DO RECÉM-NASCIDO;TRANST HEMORRÁG E HEMATOLÓG FETO E RECÉM-NASCIDO";16;ALGUMAS AFECÇÕES ORIGINADAS NO PERÍODO PERINATAL
Z912;HISTORIA PESSOAL DE MA HIGIENE PESSOAL;Z91;HISTORIA PESSOAL DE FATORES DE RISCO NCOP;Z80-Z99;PESSOAS COM RISCOS POTENCIAIS À SAÚDE RELACIONADOS COM HISTÓRIA FAMILIAR E PESSOAL E ALGUMAS AFECÇÕES QUE INFLUENCIAM O ESTADO DE SAÚDE;21;FATORES QUE INFLUEN. O ESTADO DE SAÚDE E O CONTATO COM OS SERVIÇOS DE SAÚDE
B814;HELMINTIASES INTESTINAIS MISTAS;B81;OUTR HELMINTIASES INTESTINAIS NCOP;B65-B83;HELMINTÍASES;1;ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS
K512;PROCTITE ULCERATIVA;K51;COLITE ULCERATIVA;K50-K52;ENTERITES E COLITES NÃO-INFECCIOSAS;11;DOENÇAS DO APARELHO DIGESTIVO
I10;HIPERTENSAO ESSENCIAL;I10;HIPERTENSAO ESSENCIAL;I10-I15;DOENÇAS HIPERTENSIVAS;9;DOENÇAS DO APARELHO CIRCULATÓRIO
V333;OCUPANTE NE ACID N-TRANS;V33;OCUP TRIC MOT TRAUM COL AUTO PICKUP CAMINHON;V30-V39;OCUPANTE DE TRICICLO MOTORIZADO TRAUMATIZADO EM UM ACIDENTE DE TRANSPORTE;20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
K729;INSUF HEPATICA SOE;K72;INSUF HEPATICA NCOP;K70-K77;DOENÇAS DO FÍGADO;11;DOENÇAS DO APARELHO DIGESTIVO
I368;OUTR TRANST NAO-REUMATICOS VALVA TRICUSPIDE;I36;TRANST NAO-REUMATICOS DA VALVA TRICUSPIDE;I30-I52;OUTRAS FORMAS DE DOENÇA DO CORAÇÃO;9;DOENÇAS DO APARELHO CIRCULATÓRIO
Y890;SEQUELAS DE INTERVENCAO LEGAL;Y89;SEQUELAS DE OUTR CAUSAS EXTERNAS;Y85-Y89;SEQÜELAS DE CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE;20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
W528;OUTR LOCAIS ESPEC;W52;ESMAG EMPURR PISOT MULTIDAO DEBAND MASSA;W50-W64;EXPOSIÇÃO A FORÇAS MECÂNICAS ANIMADAS;20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
B07;VERRUGAS ORIG VIRAL;B07;VERRUGAS ORIG VIRAL;B00-B09;INFECÇÕES VIRAIS CARACTERIZADAS POR LESÕES DE PELE E MUCOSAS;1;ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS
E221;HIPERPROLACTINEMIA;E22;HIPERFUNCAO DA HIPOFISE;E20-E35;TRANSTORNOS DE OUTRAS GLÂNDULAS ENDÓCRINAS;4;DOENÇAS ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS
V129;CICLISTA NE EM ACID TRANS;V12;CICLISTA TRAUM COLIS VEIC MOTOR 2 3 RODAS;V10-V19;CICLISTA TRAUMATIZADO EM UM ACIDENTE DE TRANSPORTE;20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
T413;ANESTESICOS LOCAIS;T41;INTOX P/ANESTESICOS E GASES TERAPEUTICOS;T36-T50;INTOXICAÇÃO POR DROGAS, MEDICAMENTOS E SUBSTÂNCIAS BIOLÓGICAS;19;LESÕES, ENVENENAMENTO E ALGUMAS OUTRAS CONSEQ. DE CAUSAS EXTERNAS
V669;OCUPANTE NE ACID TRANS;V66;OCUP VEIC TR PESADO TRAUM COL OUT VEIC N-MOT;V60-V69;OCUPANTE DE UM VEÍCULO DE TRANSPORTE PESADO TRAUMATIZADO EM UM ACIDENTE DE TRANSPORTE;20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
Z742;NECESS ASSIST DOMIC NENH PESSOA LAR;Z74;PROBL RELAC DEPEND PESS Q OFERECE CUID SAUDE;Z70-Z76;PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS;21;FATORES QUE INFLUEN. O ESTADO DE SAÚDE E O CONTATO COM OS SERVIÇOS DE SAÚDE
L29;PRURIDO;L29;PRURIDO;L20-L30;DERMATITE E ECZEMA;12;DOENÇAS DA PELE E DO TECIDO SUBCUTÂNEO
V011;ACID TRANS;V01;PEDESTRE TRAUM COLIS VEIC A PEDAL;V01-V09;PEDESTRE TRAUMATIZADO EM UM ACIDENTE DE TRANSPORTE;20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
W811;HABITACAO COLETIVA;W81;CONFINADO APRISION AMBIENTE POBRE OXIGENIO;W75-W84;OUTROS RISCOS ACIDENTAIS À RESPIRAÇÃO;20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
W29;CONTAT OUT UTENS MANUAIS AP DOMEST EQUIP MOT;W29;CONTAT OUT UTENS MANUAIS AP DOMEST EQUIP MOT;W20-W49;EXPOSIÇÃO A FORÇAS MECÂNICAS INANIMADAS;20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
X424;RUA E ESTRADA;X42;ENVENEN ACID NARCOT PSICODISLEPTICOS NCOP;X40-X49;ENVENENAMENTO [INTOXICAÇÃO] ACIDENTAL POR E EXPOSIÇÃO À SUBSTÂNCIAS NOCIVAS;20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
K09;CISTOS DA REGIAO BUCAL NCOP;K09;CISTOS DA REGIAO BUCAL NCOP;K00-K14;DOENÇAS DA CAVIDADE ORAL, DAS GLÂNDULAS SALIVARES E DOS MAXILARES;11;DOENÇAS DO APARELHO DIGESTIVO
W570;RESIDENCIA;W57;MORDED PICADAS INSETO OUTR ARTROP N-VENEN;W50-W64;EXPOSIÇÃO A FORÇAS MECÂNICAS ANIMADAS;20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
F800;TRANST ESPECIFICO DA ARTICULACAO DA FALA;F80;TRANST ESPECIFICOS DESENVOLV FALA LINGUAGEM;F80-F89;TRANSTORNOS DO DESENVOLVIMENTO PSICOLÓGICO;5;TRANSTORNOS MENTAIS E COMPORTAMENTAIS
V476;PASSAGEIRO ACID TRANS;V47;OCUP AUTOMOVEL TRAUM COLIS OBJ FIXO PARADO;V40-V49;OCUPANTE DE UM AUTOMÓVEL TRAUMATIZADO EM UM ACIDENTE DE TRANSPORTE;20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
I68;TRANST CEREBROVASCULARES EM DOENC COP;I68;TRANST CEREBROVASCULARES EM DOENC COP;I60-I69;DOENÇAS CEREBROVASCULARES;9;DOENÇAS DO APARELHO CIRCULATÓRIO
Z231;NECESS IMUNIZ SOMENTE FEBRE TIF PARATIFOIDE;Z23;NECESS IMUNIZ CONTRA UNICA DOENC BACTER;Z20-Z29;PESSOAS COM RISCOS POTENCIAIS À SAÚDE RELACIONADOS COM DOENÇAS TRANSMISSÍVEIS;21;FATORES QUE INFLUEN. O ESTADO DE SAÚDE E O CONTATO COM OS SERVIÇOS DE SAÚDE
T528;OUTR SOLVENTES ORGANICOS;T52;EFEITO TOXICO DE SOLVENTES ORGANICOS;T51-T65;EFEITOS TÓXICOS DE SUBSTÂNCIAS DE ORIGEM PREDOMINANTEMENTE NÃO MEDICINAL;19;LESÕES, ENVENENAMENTO E ALGUMAS OUTRAS CONSEQ. DE CAUSAS EXTERNAS
V624;PESSOA AO SUBIR OU DESCER DO VEIC;V62;OCUP V TRANSP PES TRAUM COL VEIC MOT 2 3 ROD;V60-V69;OCUPANTE DE UM VEÍCULO DE TRANSPORTE PESADO TRAUMATIZADO EM UM ACIDENTE DE TRANSPORTE;20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
Z238;VACINACAO CONTRA OUTR DOENC BACTER UNICAS;Z23;NECESS IMUNIZ CONTRA UNICA DOENC BACTER;Z20-Z29;PESSOAS COM RISCOS POTENCIAIS À SAÚDE RELACIONADOS COM DOENÇAS TRANSMISSÍVEIS;21;FATORES QUE INFLUEN. O ESTADO DE SAÚDE E O CONTATO COM OS SERVIÇOS DE SAÚDE
W672;ESCOLAS OUTR INSTIT AREAS ADMIN PUBLICA;W67;AFOGAMENTO E SUBMERSAO EM PISCINA;W65-W74;AFOGAMENTO E SUBMERSÃO ACIDENTAIS;20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
K668;OUTR AFECCOES ESPEC DO PERITONIO;K66;OUTR TRANST DO PERITONIO;K65-K67;DOENÇAS DO PERITÔNIO;11;DOENÇAS DO APARELHO DIGESTIVO
Y14;ENV OUT DROG MED SUBST BIOLOG E NE INT N DET;Y14;ENV OUT DROG MED SUBST BIOLOG E NE INT N DET;Y10-Y34;EVENTOS (FATOS) CUJA INTENÇÃO É INDETERMINADA;20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
S624;FRAT MULT DE OSSOS METACARPIANOS;S62;FRAT AO NIVEL DO PUNHO E DA MAO;S60-S69;TRAUMATISMOS DO PUNHO E DA MÃO;19;LESÕES, ENVENENAMENTO E ALGUMAS OUTRAS CONSEQ. DE CAUSAS EXTERNAS
L708;OUTR FORM DE ACNE;L70;ACNE;L60-L75;AFECÇÕES DOS ANEXOS DA PELE;12;DOENÇAS DA PELE E DO TECIDO SUBCUTÂNEO
X707;FAZENDA;X70;LESAO AUTOPROV INTENC ENFORC ESTRANG SUFOC;X60-X84;LESÕES AUTOPROVOCADAS INTENCIONALMENTE;20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
W575;AREAS DE COMERCIO E DE SERVICOS;W57;MORDED PICADAS INSETO OUTR ARTROP N-VENEN;W50-W64;EXPOSIÇÃO A FORÇAS MECÂNICAS ANIMADAS;20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
O289;ACHADOS ANORM RASTR ANTENATAL DA MAE NE;O28;ACHADOS ANORM RASTR ANTENATAL MAE;O20-O29;OUTROS TRANSTORNOS MATERNOS RELACIONADOS PREDOMINANTEMENTE COM A GRAVIDEZ;15;GRAVIDEZ, PARTO E PUERPÉRIO
M352;DOENC DE BEHCET;M35;OUTR AFECCOES SISTEMICAS DO TEC CONJUNTIVO;M30-M36;DOENÇAS SISTÊMICAS DO TECIDO CONJUNTIVO;13;DOENÇAS DO SISTEMA OSTEOMUSCULAR E DO TECIDO CONJUNTIVO
F064;TRANST DA ANSIEDADE ORGANICOS;F06;OUTR TRANST MENT LESAO DISF CEREB DOENC FIS;F00-F09;TRANSTORNOS MENTAIS ORGÂNICOS, INCLUSIVE OS SINTOMÁTICOS;5;TRANSTORNOS MENTAIS E COMPORTAMENTAIS
A167;TUBERC RESPIR PRIM S/MENC CONF BACT OU HIST;A16;TUBERC VIAS RESPIRAT S/CONF BACTER HISTOL;A15-A19;TUBERCULOSE;1;ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS
R290;TETANIA;R29;OUTR SINT SINAIS RELAT SIST NERV OSTEOMUSC;R25-R29;SINTOMAS E SINAIS RELATIVOS AOS SISTEMAS NERVOSO E OSTEOMUSCULAR;18;SINTOMAS, SINAIS E ACHADOS ANORMAIS DE EXAMES CLÍNICOS E DE LABORATÓRIO, NÃO CLASSIFICADOS
M501;TRANST DO DISCO CERVICAL C/RADICULOPATIA;M50;TRANST DOS DISCOS CERVICAIS;M50-M54;OUTRAS DORSOPATIAS;13;DOENÇAS DO SISTEMA OSTEOMUSCULAR E DO TECIDO CONJUNTIVO
Z763;PESSOA EM BOA SAUDE ACOMPANH PESSOA DOENTE;Z76;PESSOAS CONT SERV SAUDE EM OUTR CIRCUNST;Z70-Z76;PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS;21;FATORES QUE INFLUEN. O ESTADO DE SAÚDE E O CONTATO COM OS SERVIÇOS DE SAÚDE
E311;HIPERFUNCAO POLIGLANDULAR;E31;DISFUNCAO POLIGLANDULAR;E20-E35;TRANSTORNOS DE OUTRAS GLÂNDULAS ENDÓCRINAS;4;DOENÇAS ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS
C501;PORCAO CENTRAL DA MAMA;C50;NEOPL MALIG DA MAMA;C50-C50;NEOPLASIAS [TUMORES] MALIGNAS(OS) DA MAMA;2;NEOPLASIAS [TUMORES]
L292;PRURIDO VULVAR;L29;PRURIDO;L20-L30;DERMATITE E ECZEMA;12;DOENÇAS DA PELE E DO TECIDO SUBCUTÂNEO
X09;EXPOSICAO A TIPO NE DE FUMOS FOGO OU CHAMAS;X09;EXPOSICAO A TIPO NE DE FUMOS FOGO OU CHAMAS;X00-X09;EXPOSIÇÃO AO FUMO, AO FOGO E ÀS CHAMAS;20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
B664;PARAGONIMIASE;B66;OUTR INFESTACOES P/TREMATODEOS;B65-B83;HELMINTÍASES;1;ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS
M090;ARTRITE JUVENIL NA PSORIASE;M09;ARTRITE JUVENIL EM DOENC COP;M05-M14;POLIARTROPATIAS INFLAMATÓRIAS;13;DOENÇAS DO SISTEMA OSTEOMUSCULAR E DO TECIDO CONJUNTIVO
O640;OBSTR TRAB PART DEV ROT INCOMP POLO CEF FET;O64;OBSTR TRAB PARTO DEV MA-POSIC MA-APRES FETO;O60-O75;COMPLICAÇÕES DO TRABALHO DE PARTO E DO PARTO;15;GRAVIDEZ, PARTO E PUERPÉRIO
K87;TRANST VES BILIAR VIA BILIAR PANCR DOENC COP;K87;TRANST VES BILIAR VIA BILIAR PANCR DOENC COP;K80-K87;TRANSTORNOS DA VESÍCULA BILIAR, DAS VIAS BILIARES E DO PÂNCREAS;11;DOENÇAS DO APARELHO DIGESTIVO
R940;RESULT ANORM ESTUDOS FUNCAO SIST NERV CENTR;R94;RESULTADOS ANORMAIS DE ESTUDOS DE FUNCAO;R90-R94;ACHADOS ANORMAIS DE EXAMES PARA DIAGNÓSTICO POR IMAGEM E EM ESTUDOS DE FUNÇÃO, SEM DIAGNÓSTICO;18;SINTOMAS, SINAIS E ACHADOS ANORMAIS DE EXAMES CLÍNICOS E DE LABORATÓRIO, NÃO CLASSIFICADOS
W000;RESIDENCIA;W00;QUEDA MESMO NIVEL ENVOLV GELO E NEVE;W00-W19;QUEDAS;20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
S855;TRAUM DA VEIA POPLITEA;S85;TRAUM DE VASOS SANGUINEOS DA PERNA;S80-S89;TRAUMATISMOS DO JOELHO E DA PERNA;19;LESÕES, ENVENENAMENTO E ALGUMAS OUTRAS CONSEQ. DE CAUSAS EXTERNAS
K627;PROCTITE P/RADIACAO;K62;OUTR DOENC DO RETO E DO ANUS;K55-K63;OUTRAS DOENÇAS DOS INTESTINOS;11;DOENÇAS DO APARELHO DIGESTIVO
T838;OUTR COMPLIC DISP PROT IMPL ENX GENITURI;T83;COMPLIC DISP PROT IMPL ENX GENITURIN INT;T80-T88;COMPLICAÇÕES DE CUIDADOS MÉDICOS E CIRÚRGICOS, NÃO CLASSIFICADOS EM OUTRA PARTE;19;LESÕES, ENVENENAMENTO E ALGUMAS OUTRAS CONSEQ. DE CAUSAS EXTERNAS
A83;ENCEFALITE P/VIRUS TRANSM P/MOSQUITOS;A83;ENCEFALITE P/VIRUS TRANSM P/MOSQUITOS;A80-A89;INFECÇÕES VIRAIS DO SISTEMA NERVOSO CENTRAL;1;ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS
A560;INFECC P/CLAMIDIAS TRATO GENITURINARIO INFER;A56;OUTR INFECC P/CLAMIDIAS TRANSM P/VIA SEXUAL;A50-A64;INFECÇÕES DE TRANSMISSÃO PREDOMINANTEMENTE SEXUAL;1;ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS
K421;HERNIA UMBILICAL C/GANGRENA;K42;HERNIA UMBILICAL;K40-K46;HÉRNIAS;11;DOENÇAS DO APARELHO DIGESTIVO
M941;POLICONDRITE RECIDIVANTE;M94;OUTR TRANST DAS CARTILAGENS;M91-M94;CONDROPATIAS;13;DOENÇAS DO SISTEMA OSTEOMUSCULAR E DO TECIDO CONJUNTIVO
M832;OSTEOMALACIA DO ADULTO DEV MA-ABSORCAO;M83;OSTEOMALACIA DO ADULTO;M80-M85;TRANSTORNOS DA DENSIDADE E DA ESTRUTURA ÓSSEA;13;DOENÇAS DO SISTEMA OSTEOMUSCULAR E DO TECIDO CONJUNTIVO
Y881;SEQUELAS ACID PREST CUIDADO MEDICO CIRURGICO;Y88;SEQUELAS CUID MED CIRURG CONSID CAUSA EXT;Y85-Y89;SEQÜELAS DE CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE;20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
C752;CONDUTO CRANIOFARINGEO;C75;NEOPL MALIG OUTR GLAND ENDOCRINAS ESTR RELAC;C73-C75;NEOPLASIAS [TUMORES] MALIGNAS(OS) DA TIREÓIDE E DE OUTRAS GLÂNDULAS ENDÓCRINAS;2;NEOPLASIAS [TUMORES]
Q233;INSUF MITRAL CONGEN;Q23;MALFORMACOES CONGEN VALVAS AORTICA E MITRAL;Q20-Q28;MALFORMAÇÕES CONGÊNITAS DO APARELHO CIRCULATÓRIO;17;MALFORMAÇÕES CONGÊNITAS, DEFORMIDADES E ANOMALIAS CROMOSSÔMICAS
X306;AREAS INDUSTRIAIS E EM CONSTRUCAO;X30;EXPOSICAO A CALOR NATURAL EXCESSIVO;X30-X39;EXPOSIÇÃO ÀS FORÇAS DA NATUREZA;20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
T885;OUTR COMPLIC DE ANESTESIA;T88;OUTR COMPLIC CUIDADOS MEDICOS CIRURG NCOP;T80-T88;COMPLICAÇÕES DE CUIDADOS MÉDICOS E CIRÚRGICOS, NÃO CLASSIFICADOS EM OUTRA PARTE;19;LESÕES, ENVENENAMENTO E ALGUMAS OUTRAS CONSEQ. DE CAUSAS EXTERNAS
Z621;SUPERPROTECAO P/PARTE DOS PAIS;Z62;OUTR PROBL RELAC C/A EDUCACAO DA CRIANCA;Z55-Z65;PESSOAS COM RISCOS POTENCIAIS À SAÚDE RELACIONADOS COM CIRCUNSTÂNCIAS SOCIOECONÔMICAS E PSICOSSOCIAIS;21;FATORES QUE INFLUEN. O ESTADO DE SAÚDE E O CONTATO COM OS SERVIÇOS DE SAÚDE
T379;AGENTES ANTIINFECC E ANTIPARASIT SISTEM NE;T37;INTOX OUTR SUBST ANTIINFECC ANTIPARASIT SIST;T36-T50;INTOXICAÇÃO POR DROGAS, MEDICAMENTOS E SUBSTÂNCIAS BIOLÓGICAS;19;LESÕES, ENVENENAMENTO E ALGUMAS OUTRAS CONSEQ. DE CAUSAS EXTERNAS
Y502;METILXANTINAS NCOP;Y50;ESTIMULANTES DO SIST NERVOSO CENTRAL NCOP;Y40-Y59;"EFEITOS ADVERSOS DE DROGAS, MEDICAMENTOS E SUBSTÂNCIAS BIOLÓGICAS USADAS COM FINALIDADE TERAPÊUTICA;EF ADVERS DROG, MEDIC E SUBST BIOLÓG FINALID TERAP";20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
Q602;AGENESIA RENAL NE;Q60;AGENESIA RENAL E OUTR DEFEITOS REDUCAO RIM;Q60-Q64;MALFORMAÇÕES CONGÊNITAS DO APARELHO URINÁRIO;17;MALFORMAÇÕES CONGÊNITAS, DEFORMIDADES E ANOMALIAS CROMOSSÔMICAS
D044;PELE DO COURO CABELUDO E DO PESCOCO;D04;CARCINOMA IN SITU DA PELE;D00-D09;NEOPLASIAS [TUMORES] IN SITU;2;NEOPLASIAS [TUMORES]
D383;MEDIASTINO;D38;NEOPL COMP INC/DESC OUV MED ORG RESP INTRAT;D37-D48;NEOPLASIAS [TUMORES] DE COMPORTAMENTO INCERTO OU DESCONHECIDO;2;NEOPLASIAS [TUMORES]
N993;PROLAPSO CUPULA DE VAGINA POS-HISTERECTOMIA;N99;TRANST TRATO GENITURINARIO POS-PROCED NCOP;N99-N99;OUTROS TRANSTORNOS DO APARELHO GENITURINÁRIO;14;DOENÇAS DO APARELHO GENITURINÁRIO
Z999;DEPEND MAQUINA E APARELHO CAPACITANTE NE;Z99;DEPEND MAQUINAS E DISP CAPACITANTES NCOP;Z80-Z99;PESSOAS COM RISCOS POTENCIAIS À SAÚDE RELACIONADOS COM HISTÓRIA FAMILIAR E PESSOAL E ALGUMAS AFECÇÕES QUE INFLUENCIAM O ESTADO DE SAÚDE;21;FATORES QUE INFLUEN. O ESTADO DE SAÚDE E O CONTATO COM OS SERVIÇOS DE SAÚDE
C751;GLAND HIPOFISE;C75;NEOPL MALIG OUTR GLAND ENDOCRINAS ESTR RELAC;C73-C75;NEOPLASIAS [TUMORES] MALIGNAS(OS) DA TIREÓIDE E DE OUTRAS GLÂNDULAS ENDÓCRINAS;2;NEOPLASIAS [TUMORES]
V466;PASSAGEIRO ACID TRANS;V46;OCUP AUTOMOV TRAUM COLIS OUTR VEIC N-MOTOR;V40-V49;OCUPANTE DE UM AUTOMÓVEL TRAUMATIZADO EM UM ACIDENTE DE TRANSPORTE;20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
F811;TRANST ESPECIFICO DA SOLETRACAO;F81;TRANST ESPECIF DESENVOLV HABILIDADE ESCOLAR;F80-F89;TRANSTORNOS DO DESENVOLVIMENTO PSICOLÓGICO;5;TRANSTORNOS MENTAIS E COMPORTAMENTAIS
J682;INFL VIA AER SUP DEV PR QUI GAS FUM VAP NCOP;J68;AFECC RESP DEV INAL PROD QUIM GAS FUMAC VAP;J60-J70;DOENÇAS PULMONARES DEVIDAS A AGENTES EXTERNOS;10;DOENÇAS DO APARELHO RESPIRATÓRIO
Q605;HIPOPLASIA RENAL NE;Q60;AGENESIA RENAL E OUTR DEFEITOS REDUCAO RIM;Q60-Q64;MALFORMAÇÕES CONGÊNITAS DO APARELHO URINÁRIO;17;MALFORMAÇÕES CONGÊNITAS, DEFORMIDADES E ANOMALIAS CROMOSSÔMICAS
T230;QUEIM DO PUNHO E DA MAO GRAU NE;T23;QUEIM E CORROSAO DO PUNHO E DA MAO;T20-T25;QUEIMADURAS E CORROSÕES DA SUPERFÍCIE EXTERNA DO CORPO, ESPECIFICADAS POR LOCAL;19;LESÕES, ENVENENAMENTO E ALGUMAS OUTRAS CONSEQ. DE CAUSAS EXTERNAS
W912;ESCOLAS OUTR INSTIT AREAS ADMIN PUBLICA;W91;EXPOSICAO A TIPO NE DE RADIACAO;W85-W99;EXPOSIÇÃO À CORRENTE ELÉTRICA, À RADIAÇÃO E ÀS TEMPERATURAS E PRESSÕES EXTREMAS DO AMBIENTE;20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
T274;CORROSAO DA LARINGE E TRAQUEIA;T27;QUEIM E CORROSAO DO TRATO RESPIRAT;T26-T28;QUEIMADURAS E CORROSÕES LIMITADAS AO OLHO E AOS ÓRGÃOS INTERNOS;19;LESÕES, ENVENENAMENTO E ALGUMAS OUTRAS CONSEQ. DE CAUSAS EXTERNAS
O624;CONTRAC UTERINAS HIPERTON INCOORD OU PROLONG;O62;ANORMALIDADES DA CONTRACAO UTERINA;O60-O75;COMPLICAÇÕES DO TRABALHO DE PARTO E DO PARTO;15;GRAVIDEZ, PARTO E PUERPÉRIO
X218;OUTR LOCAIS ESPEC;X21;CONTATO C/ARANHAS VENENOSAS;X20-X29;CONTATO COM ANIMAIS E PLANTAS VENENOSOS;20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
M541;RADICULOPATIA;M54;DORSALGIA;M50-M54;OUTRAS DORSOPATIAS;13;DOENÇAS DO SISTEMA OSTEOMUSCULAR E DO TECIDO CONJUNTIVO
N63;NODULO MAMARIO NE;N63;NODULO MAMARIO NE;N60-N64;DOENÇAS DA MAMA;14;DOENÇAS DO APARELHO GENITURINÁRIO
K631;PERFURACAO DO INTESTINO;K63;OUTR DOENC DO INTESTINO;K55-K63;OUTRAS DOENÇAS DOS INTESTINOS;11;DOENÇAS DO APARELHO DIGESTIVO
P080;RECEM-NASCIDO TAMANHO EXCESSIVAMENTE GRANDE;P08;TRANST RELAC GEST PROLONG PESO ELEVADO NASC;P05-P08;TRANSTORNOS RELACIONADOS COM A DURAÇÃO DA GESTAÇÃO E COM O CRESCIMENTO FETAL;16;ALGUMAS AFECÇÕES ORIGINADAS NO PERÍODO PERINATAL
V64;OCUP V TR PES TR COL OUTR VEIC TR PES ONIB;V64;OCUP V TR PES TR COL OUTR VEIC TR PES ONIB;V60-V69;OCUPANTE DE UM VEÍCULO DE TRANSPORTE PESADO TRAUMATIZADO EM UM ACIDENTE DE TRANSPORTE;20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
V920;NAVIO MERCANTE;V92;AFOG SUBMERS REL TRANSP AGUA S/ACID EMBARC;V90-V94;ACIDENTES DE TRANSPORTE POR ÁGUA;20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
X547;FAZENDA;X54;FALTA DE AGUA;X50-X57;EXCESSO DE ESFORÇOS, VIAGENS E PRIVAÇÕES;20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
